PassengerId,Survived_pred,Survived_prob
1202,0,0.12390339347460498
1203,0,0.2710586168056364
1204,0,0.10518802742204103
1205,1,0.5950860702973024
1206,1,0.9396430360458916
1207,1,0.6403255341232659
1208,0,0.19020782118129223
1209,0,0.13845063635980967
1210,0,0.23124034600885254
1211,0,0.12803371182964696
1212,0,0.15986135605064816
1213,0,0.24971840123838712
1214,0,0.13085514037164026
1215,0,0.33648311187405505
1216,1,0.9487003550935041
1217,0,0.13492756462399788
1218,1,0.9462997159021265
1219,0,0.29859331226067604
1220,0,0.1105164867106492
1221,0,0.12772240313043934
1222,1,0.9471332256265123
1223,0,0.32722791671623686
1224,0,0.125661079790565
1225,1,0.758970959511084
1226,0,0.23124034600885254
1227,0,0.15059325499531837
1228,0,0.2387977776905534
1229,0,0.06898868731354468
1230,0,0.12803371182964696
1231,0,0.16334948300958174
1232,0,0.12390339347460498
1233,0,0.16035787297474807
1234,0,0.0783519355098012
1235,1,0.9416907122533326
1236,0,0.0940098604406264
1237,1,0.8373789039470244
1238,0,0.13085514037164026
1239,1,0.7294629028275679
1240,0,0.12407753789352814
1241,1,0.8678465586632257
1242,1,0.9467748652513263
1243,0,0.12772240313043934
1244,0,0.08197408703869546
1245,0,0.0641316009178334
1246,1,0.7650623099134968
1247,0,0.1881963263246602
1248,1,0.9413959400373509
1249,0,0.10998956438427353
1250,0,0.16094944129759875
1251,1,0.6946240720409
1252,0,0.07973931258904284
1253,1,0.941640900933319
1254,1,0.8678465586632257
1255,0,0.14753220841689535
1256,1,0.8336770173699708
1257,0,0.07372163771928836
1258,0,0.13991711483975847
1259,0,0.0810949507889389
1260,1,0.9467748652513263
1261,0,0.35602276195289745
1262,0,0.12772240313043934
1263,1,0.9460137585764151
1264,0,0.12374841131357762
1265,0,0.11542897152453889
1266,1,0.9422181730293979
1267,1,0.9473317136100993
1268,0,0.1880234949382336
1269,0,0.12772240313043934
1270,0,0.16848226113107312
1271,0,0.17347716089841075
1272,0,0.16094944129759875
1273,0,0.11801865662669123
1274,0,0.47612817776556127
1275,1,0.6179754077759178
1276,0,0.13033172461637346
1277,1,0.9400453220500244
1278,0,0.15986135605064816
1279,0,0.09766996947780555
1280,0,0.15986135605064816
1281,0,0.08377852665687753
1282,0,0.3765397039514825
1283,1,0.9422181730293979
1284,0,0.10364844028244471
1285,0,0.11188533369065902
1286,0,0.10868765133860478
1287,1,0.9423695568407329
1288,0,0.1266109458008573
1289,1,0.9467748652513263
1290,0,0.15986135605064816
1291,0,0.09531553862193498
1292,1,0.9487003550935041
1293,0,0.09484567946467402
1294,1,0.945890178716717
1295,0,0.36674828465806886
1296,0,0.3009281643698657
1297,0,0.4675137584057709
1298,0,0.12772240313043934
1299,0,0.1622263153441683
1300,1,0.7629291394192989
1301,1,0.6005335890469066
1302,1,0.7161468056332205
1303,1,0.9474147474328611
1304,0,0.4573322545499997
1305,0,0.13033172461637346
1306,1,0.9460137585764151
1307,0,0.07868512899016514
1308,0,0.13033172461637346
1309,0,0.13620791293276296
